level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	852	1200	-1	
2	1	1	0	0	0	0	60	776	1122	-1	
3	1	1	1	0	0	0	60	776	1122	-1	
4	1	1	1	1	0	324	60	158	23	-1	
5	1	1	1	1	1	324	61	95	22	96.775017	Oktober
5	1	1	1	1	2	427	60	55	20	96.935966	2023
4	1	1	1	2	0	355	201	128	21	-1	
5	1	1	1	2	1	355	201	128	21	92.653168	Hoofdgerecht
4	1	1	1	3	0	210	221	400	27	-1	
5	1	1	1	3	1	210	230	93	17	92.991997	Kalfshaas/
5	1	1	1	3	2	315	229	32	16	92.835716	met
5	1	1	1	3	3	359	228	77	20	92.835716	groenten
5	1	1	1	3	4	443	225	55	20	93.164490	ragout
5	1	1	1	3	5	510	227	20	12	96.869789	en
5	1	1	1	3	6	537	221	43	17	92.602272	stoof
5	1	1	1	3	7	585	221	25	19	96.157623	jus
4	1	1	1	4	0	88	246	688	46	-1	
5	1	1	1	4	1	88	270	135	22	30.524040	a
5	1	1	1	4	2	312	255	254	30	23.319962	“ingrediénfen
5	1	1	1	4	3	419	245	31	46	89.069901	voor
5	1	1	1	4	4	457	245	16	46	35.243179	10
5	1	1	1	4	5	476	255	74	30	35.243179	personen
5	1	1	1	4	6	719	246	57	23	4.528664	Eats
4	1	1	1	5	0	97	270	679	39	-1	
5	1	1	1	5	1	97	294	66	13	70.748589	kalfshaas
5	1	1	1	5	2	169	302	1	4	53.089443	,
5	1	1	1	5	3	316	281	64	28	86.551033	Groenten
5	1	1	1	5	4	555	273	34	28	43.273540	Saus.
5	1	1	1	5	5	775	270	1	16	96.603096	|
4	1	1	1	6	0	99	292	677	33	-1	
5	1	1	1	6	1	99	313	4	12	79.913834	1
5	1	1	1	6	2	111	312	66	12	0.000000	kalfshaas
5	1	1	1	6	3	317	307	7	12	92.711327	3
5	1	1	1	6	4	330	306	56	12	80.884483	sjalotten,
5	1	1	1	6	5	397	305	4	11	87.756989	1
5	1	1	1	6	6	409	302	70	16	83.808907	knolselder,
5	1	1	1	6	7	488	301	7	12	96.612946	5
5	1	1	1	6	8	555	298	8	12	94.481918	6
5	1	1	1	6	9	568	298	11	11	72.769455	dl
5	1	1	1	6	10	584	296	30	12	94.881592	fond
5	1	1	1	6	11	621	295	4	11	86.411095	1
5	1	1	1	6	12	633	294	11	12	79.759796	di
5	1	1	1	6	13	650	292	30	13	79.759796	rode
5	1	1	1	6	14	685	293	26	10	53.703499	wiin
5	1	1	1	6	15	775	294	1	4	86.449150	|
4	1	1	1	7	0	90	306	671	47	-1	
5	1	1	1	7	1	90	335	1	18	96.902779	|
5	1	1	1	7	2	99	331	44	14	93.234764	Peper,
5	1	1	1	7	3	149	327	86	16	69.624977	zout,olifolie
5	1	1	1	7	4	317	315	58	31	92.045685	bospeen
5	1	1	1	7	5	555	315	69	13	35.623169	4sjaloties
5	1	1	1	7	6	630	311	25	13	92.865341	100
5	1	1	1	7	7	669	313	5	9	93.295952	ar
5	1	1	1	7	8	679	309	35	12	89.000801	boter
5	1	1	1	7	9	719	306	42	13	36.249023	beetle
4	1	1	1	8	0	319	334	274	21	-1	
5	1	1	1	8	1	319	344	4	11	83.690346	1
5	1	1	1	8	2	331	342	78	13	90.630928	bleekselder
5	1	1	1	8	3	415	340	15	12	93.077080	10
5	1	1	1	8	4	435	339	27	13	87.059242	kriel
5	1	1	1	8	5	468	337	29	13	88.224258	aard
5	1	1	1	8	6	546	335	2	18	96.551971	|
5	1	1	1	8	7	555	334	38	12	96.785545	water
4	1	1	1	9	0	91	356	343	44	-1	
5	1	1	1	9	1	91	356	2	44	92.528313	|
5	1	1	1	9	2	318	361	48	13	68.886559	Zsjalot
5	1	1	1	9	3	372	360	7	12	93.148918	3
5	1	1	1	9	4	384	360	11	12	81.356659	dl
5	1	1	1	9	5	401	362	33	9	94.483681	room
4	1	1	1	10	0	94	411	674	28	-1	
5	1	1	1	10	1	94	431	96	8	34.707214	a
5	1	1	1	10	2	324	428	106	4	37.021698	ee
5	1	1	1	10	3	394	403	12	33	41.516716	i
5	1	1	1	10	4	434	424	88	4	27.850159	a
5	1	1	1	10	5	586	418	52	3	7.874413	i
5	1	1	1	10	6	642	414	71	4	39.318756	a
4	1	1	1	11	0	95	459	80	15	-1	
5	1	1	1	11	1	95	459	80	15	89.738083	Werkwijze:
4	1	1	1	12	0	97	478	72	12	-1	
5	1	1	1	12	1	97	478	72	12	77.482025	Kalfshaas
4	1	1	1	13	0	123	476	600	32	-1	
5	1	1	1	13	1	123	501	5	6	21.030899	«
5	1	1	1	13	2	149	495	67	13	24.904221	 Kalfshaas
5	1	1	1	13	3	221	494	49	12	81.121109	schoon
5	1	1	1	13	4	276	492	44	12	93.173233	maken
5	1	1	1	13	5	326	491	49	11	93.018303	hiervan
5	1	1	1	13	6	380	488	39	12	90.643051	kleine
5	1	1	1	13	7	424	486	43	15	90.750870	biefjes
5	1	1	1	13	8	472	484	47	15	85.399124	snijden
5	1	1	1	13	9	525	483	56	14	91.605995	peperen
5	1	1	1	13	10	586	482	16	9	93.299644	en
5	1	1	1	13	11	607	478	47	12	90.889145	zouten
5	1	1	1	13	12	660	476	63	12	86.592422	insmeren
4	1	1	1	14	0	149	514	50	15	-1	
5	1	1	1	14	1	149	514	50	15	23.146164	oliifolie.
4	1	1	1	15	0	124	512	580	34	-1	
5	1	1	1	15	1	124	534	60	12	56.138424	«Deze
5	1	1	1	15	2	190	531	44	15	18.740555	biefies
5	1	1	1	15	3	239	530	16	13	95.483932	let
5	1	1	1	15	4	260	533	16	11	96.675598	op
5	1	1	1	15	5	285	529	9	12	96.406700	ff
5	1	1	1	15	6	299	528	39	15	59.687084	grllen
5	1	1	1	15	7	344	529	21	12	90.433083	per
5	1	1	1	15	8	370	526	7	12	90.433083	5
5	1	1	1	15	9	383	525	34	12	93.207954	stuks
5	1	1	1	15	10	423	526	10	10	95.605980	in
5	1	1	1	15	11	438	525	24	10	92.673782	een
5	1	1	1	15	12	467	524	30	9	92.673782	zeer
5	1	1	1	15	13	502	520	29	12	93.033539	hete
5	1	1	1	15	14	536	521	24	13	93.684425	pan
5	1	1	1	15	15	566	520	16	9	93.684425	en
5	1	1	1	15	16	587	516	26	12	94.976868	dan
5	1	1	1	15	17	618	518	16	11	96.574585	op
5	1	1	1	15	18	640	516	25	10	90.238388	een
5	1	1	1	15	19	671	512	33	15	26.403061	rekie
4	1	1	1	16	0	150	552	45	14	-1	
5	1	1	1	16	1	150	552	45	14	84.619331	leggen.
4	1	1	1	17	0	125	559	414	23	-1	
5	1	1	1	17	1	125	571	60	11	57.666939	«Later
5	1	1	1	17	2	190	569	8	12	87.154320	ff
5	1	1	1	17	3	203	568	20	13	87.154320	5/6
5	1	1	1	17	4	229	570	24	10	96.857613	min
5	1	1	1	17	5	259	566	24	12	93.275558	150
5	1	1	1	17	6	288	565	47	16	81.043411	graden
5	1	1	1	17	7	340	564	74	11	92.695007	verwarmen
5	1	1	1	17	8	420	560	13	15	94.823708	bij
5	1	1	1	17	9	439	560	20	11	96.540932	het
5	1	1	1	17	10	464	559	30	11	90.496170	door
5	1	1	1	17	11	499	559	40	13	45.378689	geven
4	1	1	1	18	0	100	607	91	13	-1	
5	1	1	1	18	1	100	607	68	13	92.733986	Groenten
5	1	1	1	18	2	173	608	18	9	96.527992	en
4	1	1	1	19	0	126	618	283	22	-1	
5	1	1	1	19	1	126	630	6	6	0.000000	«
5	1	1	1	19	2	151	624	38	16	43.977440	Sjalot
5	1	1	1	19	3	195	623	48	12	86.426064	schoon
5	1	1	1	19	4	249	621	45	12	96.955444	maken
5	1	1	1	19	5	299	622	16	9	93.081421	en
5	1	1	1	19	6	320	618	19	15	63.820385	fijn
5	1	1	1	19	7	344	618	65	13	88.649895	snipperen
4	1	1	1	20	0	126	637	238	19	-1	
5	1	1	1	20	1	126	643	55	13	66.328377	Knol
5	1	1	1	20	2	187	642	42	12	90.248161	selder
5	1	1	1	20	3	234	641	11	11	93.303741	in
5	1	1	1	20	4	250	640	58	12	92.206474	brunoise
5	1	1	1	20	5	313	637	51	14	62.167046	snijden.
4	1	1	1	21	0	127	652	317	22	-1	
5	1	1	1	21	1	127	668	5	6	25.186478	=
5	1	1	1	21	2	152	660	80	14	72.461853	Bleekselder
5	1	1	1	21	3	237	658	50	13	91.993690	schillen
5	1	1	1	21	4	293	660	16	9	96.659225	en
5	1	1	1	21	5	315	659	10	9	93.043579	in
5	1	1	1	21	6	330	655	58	12	68.658813	brunoise
5	1	1	1	21	7	397	652	47	15	68.060150	snijden
4	1	1	1	22	0	0	652	629	57	-1	
5	1	1	1	22	1	0	679	1	30	90.221832	|
5	1	1	1	22	2	127	681	57	13	0.000000	 aard
5	1	1	1	22	3	190	683	10	9	45.864082	in
5	1	1	1	22	4	206	679	39	12	45.864082	kleine
5	1	1	1	22	5	251	677	52	12	92.030457	kwarten
5	1	1	1	22	6	309	674	46	16	89.399269	snijden
5	1	1	1	22	7	360	672	57	14	24.747070	wortette
5	1	1	1	22	8	422	670	49	13	80.036507	schillen
5	1	1	1	22	9	477	671	15	9	96.632637	en
5	1	1	1	22	10	498	670	10	9	96.716461	in
5	1	1	1	22	11	514	666	57	16	73.496498	ringetjes
5	1	1	1	22	12	577	652	52	31	88.462082	snijden.
4	1	1	1	23	0	127	689	400	23	-1	
5	1	1	1	23	1	127	706	6	6	13.811264	2
5	1	1	1	23	2	152	700	64	12	74.538071	Groenten
5	1	1	1	23	3	221	697	35	15	93.178528	apart
5	1	1	1	23	4	261	695	75	13	92.978241	blancheren
5	1	1	1	23	5	341	693	46	12	92.534698	daarna
5	1	1	1	23	6	392	691	31	11	90.867149	door
5	1	1	1	23	7	427	689	41	12	90.892784	elkaar
5	1	1	1	23	8	473	689	54	13	56.007553	mengen.
4	1	1	1	24	0	127	709	300	22	-1	
5	1	1	1	24	1	127	720	66	11	62.125725	Room
5	1	1	1	24	2	199	717	40	12	92.589149	koken
5	1	1	1	24	3	244	716	25	11	93.306175	met
5	1	1	1	24	4	274	714	35	15	85.716415	sjalot
5	1	1	1	24	5	314	713	16	12	96.952950	tot
5	1	1	1	24	6	335	712	16	12	92.030838	de
5	1	1	1	24	7	355	711	36	15	92.030838	juiste
5	1	1	1	24	8	396	709	31	12	76.550674	dikte.
4	1	1	1	25	0	127	726	286	24	-1	
5	1	1	1	25	1	127	738	66	12	66.719124	Nude
5	1	1	1	25	2	199	739	33	10	85.041473	room
5	1	1	1	25	3	238	735	31	12	96.116066	door
5	1	1	1	25	4	273	733	17	12	93.304886	de
5	1	1	1	25	5	295	732	59	15	90.129166	groenten
5	1	1	1	25	6	359	726	54	22	90.349075	mengen.
4	1	1	1	26	0	128	741	482	28	-1	
5	1	1	1	26	1	128	756	88	13	36.371380	 Groenten
5	1	1	1	26	2	222	757	16	12	93.129852	op
5	1	1	1	26	3	244	752	43	13	86.803528	schaal
5	1	1	1	26	4	293	751	13	15	96.819237	bij
5	1	1	1	26	5	312	750	71	14	92.910713	doorgeven
5	1	1	1	26	6	388	748	74	11	92.929337	verwarmen
5	1	1	1	26	7	468	747	10	9	95.480301	in
5	1	1	1	26	8	484	744	16	12	96.139755	de
5	1	1	1	26	9	505	745	32	10	96.139755	oven
5	1	1	1	26	10	543	742	7	11	93.224106	8
5	1	1	1	26	11	556	741	54	12	65.591454	minuten.
4	1	1	1	27	0	128	762	491	26	-1	
5	1	1	1	27	1	128	776	56	12	0.000000	 Aard
5	1	1	1	27	2	191	774	40	13	92.191063	koken
5	1	1	1	27	3	236	775	16	10	86.620781	en
5	1	1	1	27	4	258	775	10	8	86.620781	in
5	1	1	1	27	5	274	770	36	13	85.637581	vocht
5	1	1	1	27	6	315	770	32	11	86.372551	laten
5	1	1	1	27	7	352	767	56	13	91.594376	afkoelen
5	1	1	1	27	8	414	765	24	12	86.714188	ook
5	1	1	1	27	9	443	764	30	12	96.534264	door
5	1	1	1	27	10	477	763	16	12	93.272217	de
5	1	1	1	27	11	498	762	60	15	77.477768	groenten
5	1	1	1	27	12	564	762	55	12	47.227066	mengen.
4	1	1	1	28	0	128	779	480	28	-1	
5	1	1	1	28	1	128	801	6	6	16.483009	+
5	1	1	1	28	2	154	796	27	11	74.012863	Hoe
5	1	1	1	28	3	186	795	47	11	86.850136	mooier
5	1	1	1	28	4	238	792	16	11	93.152733	de
5	1	1	1	28	5	259	790	60	15	92.889183	groenten
5	1	1	1	28	6	324	786	66	17	93.036903	gesneden
5	1	1	1	28	7	395	787	22	13	89.689789	zijn
5	1	1	1	28	8	423	784	23	12	96.798126	des
5	1	1	1	28	9	451	784	12	11	93.302429	te
5	1	1	1	28	10	469	784	46	10	64.565102	mooier
5	1	1	1	28	11	520	781	20	12	93.303452	het
5	1	1	1	28	12	546	779	62	13	78.376137	resultaat.
4	1	1	1	29	0	104	824	239	21	-1	
5	1	1	1	29	1	104	833	35	12	89.528206	Saus
5	1	1	1	29	2	144	834	26	9	93.271889	van
5	1	1	1	29	3	175	829	40	16	91.437004	sjalot
5	1	1	1	29	4	219	828	43	12	91.437004	/room
5	1	1	1	29	5	267	826	28	12	93.244812	met
