level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	847	1200	-1	
2	1	1	0	0	0	0	59	739	1121	-1	
3	1	1	1	0	0	0	59	739	1121	-1	
4	1	1	1	1	0	331	59	157	21	-1	
5	1	1	1	1	1	331	59	95	21	96.422218	Oktober
5	1	1	1	1	2	434	59	54	20	96.937431	2023
4	1	1	1	2	0	283	143	210	30	-1	
5	1	1	1	2	1	283	171	2	2	11.075981	}
5	1	1	1	2	2	346	145	68	16	92.871063	Tussen
5	1	1	1	2	3	422	143	71	21	93.055016	gerecht
4	1	1	1	3	0	91	200	440	30	-1	
5	1	1	1	3	1	91	225	32	5	71.558670	=
5	1	1	1	3	2	129	202	266	23	0.321793	—___________Ingredignten
5	1	1	1	3	3	401	204	33	10	96.283356	voor
5	1	1	1	3	4	440	200	16	13	93.256721	10
5	1	1	1	3	5	463	201	68	16	40.430077	personen.
4	1	1	1	4	0	96	215	479	39	-1	
5	1	1	1	4	1	96	224	83	30	59.209656	kabeliauw:
5	1	1	1	4	2	337	215	68	30	60.101807	Garnituur;
5	1	1	1	4	3	514	217	1	6	91.788582	|
5	1	1	1	4	4	522	217	53	13	91.788582	Tomaat
4	1	1	1	5	0	106	231	542	29	-1	
5	1	1	1	5	1	106	248	15	12	91.448975	10
5	1	1	1	5	2	127	247	48	13	90.643471	stukjes
5	1	1	1	5	3	181	245	70	13	35.479187	kabeliauw
5	1	1	1	5	4	256	244	26	12	90.938866	met
5	1	1	1	5	5	287	243	19	12	60.315529	vel
5	1	1	1	5	6	319	233	12	33	47.397175	|
5	1	1	1	5	7	337	242	8	12	89.101448	2
5	1	1	1	5	8	351	241	35	13	59.560173	sjalot
5	1	1	1	5	9	391	240	46	13	48.538483	olifolie
5	1	1	1	5	10	524	236	24	12	41.731728	450
5	1	1	1	5	11	553	238	13	13	41.731728	qr
5	1	1	1	5	12	575	231	73	15	55.656754	zontomaat
4	1	1	1	6	0	101	246	528	35	-1	
5	1	1	1	6	1	101	267	42	12	93.288788	Peper,
