level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	852	1200	-1	
2	1	1	0	0	0	324	60	158	23	-1	
3	1	1	1	0	0	324	60	158	23	-1	
4	1	1	1	1	0	324	60	158	23	-1	
5	1	1	1	1	1	324	61	95	22	96.370949	Oktober
5	1	1	1	1	2	427	60	55	20	90.925438	2023
2	1	2	0	0	0	355	201	128	21	-1	
3	1	2	1	0	0	355	201	128	21	-1	
4	1	2	1	1	0	355	201	128	21	-1	
5	1	2	1	1	1	355	201	128	21	92.653168	Hoofdgerecht
2	1	3	0	0	0	210	221	400	27	-1	
3	1	3	1	0	0	210	221	400	27	-1	
4	1	3	1	1	0	210	221	400	27	-1	
5	1	3	1	1	1	210	230	93	17	92.991997	Kalfshaas/
5	1	3	1	1	2	315	229	32	16	92.835716	met
5	1	3	1	1	3	359	228	77	20	92.835716	groenten
5	1	3	1	1	4	443	225	55	20	93.164490	ragout
5	1	3	1	1	5	510	227	20	12	96.869789	en
5	1	3	1	1	6	537	217	40	29	92.602272	stoof
5	1	3	1	1	7	586	221	24	19	96.157623	jus
2	1	4	0	0	0	575	275	9	1	-1	
3	1	4	1	0	0	575	275	9	1	-1	
4	1	4	1	1	0	575	275	9	1	-1	
5	1	4	1	1	1	575	275	9	1	78.104309	=
2	1	5	0	0	0	318	264	228	21	-1	
3	1	5	1	0	0	318	264	228	21	-1	
4	1	5	1	1	0	318	264	228	21	-1	
5	1	5	1	1	1	318	267	92	18	84.592850	Ingrediénten
5	1	5	1	1	2	416	267	33	11	95.476501	voor
5	1	5	1	1	3	455	264	16	13	93.294373	10
5	1	5	1	1	4	478	264	68	16	92.896507	personen
2	1	6	0	0	0	88	270	11	22	-1	
3	1	6	1	0	0	88	270	11	22	-1	
4	1	6	1	1	0	88	270	11	22	-1	
5	1	6	1	1	1	88	270	11	22	0.000000	E
2	1	7	0	0	0	316	288	64	12	-1	
3	1	7	1	0	0	316	288	64	12	-1	
4	1	7	1	1	0	316	288	64	12	-1	
5	1	7	1	1	1	316	288	64	12	71.637650	Groenten
2	1	8	0	0	0	719	248	57	50	-1	
3	1	8	1	0	0	719	248	57	50	-1	
4	1	8	1	1	0	719	248	57	50	-1	
5	1	8	1	1	1	719	267	13	1	46.791286	9
5	1	8	1	1	2	773	248	3	50	63.637360	|
2	1	9	0	0	0	107	290	63	16	-1	
3	1	9	1	0	0	107	290	63	16	-1	
4	1	9	1	1	0	107	290	63	16	-1	
5	1	9	1	1	1	107	290	56	16	89.010811	alfshaas
5	1	9	1	1	2	169	302	1	4	85.826462	;
2	1	10	0	0	0	555	282	156	28	-1	
3	1	10	1	0	0	555	282	156	28	-1	
4	1	10	1	1	0	555	282	156	28	-1	
5	1	10	1	1	1	555	298	8	12	50.563702	6
5	1	10	1	1	2	568	282	46	27	20.137314	alfond
5	1	10	1	1	3	621	295	4	11	43.000267	1
5	1	10	1	1	4	633	294	11	12	43.000267	dl
5	1	10	1	1	5	650	292	30	13	71.458878	rode
5	1	10	1	1	6	685	293	26	10	84.549843	wiin
2	1	11	0	0	0	89	302	88	23	-1	
3	1	11	1	0	0	89	302	88	23	-1	
4	1	11	1	1	0	89	302	88	23	-1	
5	1	11	1	1	1	89	302	1	21	84.629257	|
5	1	11	1	1	2	99	313	4	12	84.526619	1
5	1	11	1	1	3	111	312	66	12	62.928131	kalfshaas
2	1	12	0	0	0	317	301	178	18	-1	
3	1	12	1	0	0	317	301	178	18	-1	
4	1	12	1	1	0	317	301	178	18	-1	
5	1	12	1	1	1	317	307	7	12	92.711327	3
5	1	12	1	1	2	330	306	56	12	80.884483	sjalotten,
5	1	12	1	1	3	397	305	4	11	87.756989	1
5	1	12	1	1	4	409	302	70	16	83.808907	knolselder,
5	1	12	1	1	5	488	301	7	12	96.612946	5
2	1	13	0	0	0	555	306	206	22	-1	
3	1	13	1	0	0	555	306	206	22	-1	
4	1	13	1	1	0	555	306	206	22	-1	
5	1	13	1	1	1	555	316	7	12	36.070896	4
5	1	13	1	1	2	568	315	56	12	36.070896	sjalotjes
5	1	13	1	1	3	630	311	25	13	94.262581	100
5	1	13	1	1	4	660	313	14	12	83.513565	ar
5	1	13	1	1	5	679	309	35	12	85.849495	boter
5	1	13	1	1	6	719	306	42	13	35.669189	beetle
2	1	14	0	0	0	317	325	50	14	-1	
3	1	14	1	0	0	317	325	50	14	-1	
4	1	14	1	1	0	317	325	50	14	-1	
5	1	14	1	1	1	317	325	50	14	89.670670	bospeer
2	1	15	0	0	0	90	327	145	26	-1	
3	1	15	1	0	0	90	327	145	26	-1	
4	1	15	1	1	0	90	327	145	26	-1	
5	1	15	1	1	1	90	335	1	18	96.902779	|
5	1	15	1	1	2	99	331	44	14	93.234764	Peper,
5	1	15	1	1	3	149	327	86	16	69.624977	zout,olifolie
2	1	16	0	0	0	319	337	178	18	-1	
3	1	16	1	0	0	319	337	178	18	-1	
4	1	16	1	1	0	319	337	178	18	-1	
5	1	16	1	1	1	319	344	4	11	92.173264	1
5	1	16	1	1	2	331	342	78	13	92.194847	bleekselder
5	1	16	1	1	3	415	340	15	12	93.302902	10
5	1	16	1	1	4	435	339	27	13	91.242561	kriel
5	1	16	1	1	5	468	337	29	13	92.885445	aard
2	1	17	0	0	0	546	334	47	19	-1	
3	1	17	1	0	0	546	334	47	19	-1	
4	1	17	1	1	0	546	334	47	19	-1	
5	1	17	1	1	1	546	335	2	18	95.514030	|
5	1	17	1	1	2	555	334	38	12	95.971054	water
2	1	18	0	0	0	318	360	116	14	-1	
3	1	18	1	0	0	318	360	116	14	-1	
4	1	18	1	1	0	318	360	116	14	-1	
5	1	18	1	1	1	318	362	7	12	78.010201	2
5	1	18	1	1	2	331	361	35	13	70.904144	sjalot
5	1	18	1	1	3	372	360	7	12	89.886780	3
5	1	18	1	1	4	384	360	11	12	85.112961	di
5	1	18	1	1	5	401	362	33	9	95.012291	room
2	1	19	0	0	0	310	381	1	33	-1	
3	1	19	1	0	0	310	381	1	33	-1	
4	1	19	1	1	0	310	381	1	33	-1	
5	1	19	1	1	1	310	381	1	33	53.368828	|
2	1	20	0	0	0	93	407	1	19	-1	
3	1	20	1	0	0	93	407	1	19	-1	
4	1	20	1	1	0	93	407	1	19	-1	
5	1	20	1	1	1	93	407	1	19	89.289749	|
2	1	21	0	0	0	94	431	1	7	-1	
3	1	21	1	0	0	94	431	1	7	-1	
4	1	21	1	1	0	94	431	1	7	-1	
5	1	21	1	1	1	94	431	1	7	41.967552	L
2	1	22	0	0	0	311	415	1	17	-1	
3	1	22	1	0	0	311	415	1	17	-1	
4	1	22	1	1	0	311	415	1	17	-1	
5	1	22	1	1	1	311	415	1	17	61.742538	|
2	1	23	0	0	0	95	459	80	15	-1	
3	1	23	1	0	0	95	459	80	15	-1	
4	1	23	1	1	0	95	459	80	15	-1	
5	1	23	1	1	1	95	459	80	15	92.701469	Werkwijze:
2	1	24	0	0	0	97	478	72	12	-1	
3	1	24	1	0	0	97	478	72	12	-1	
4	1	24	1	1	0	97	478	72	12	-1	
5	1	24	1	1	1	97	478	72	12	81.169319	Kalfshaas
2	1	25	0	0	0	680	476	43	11	-1	
3	1	25	1	0	0	680	476	43	11	-1	
4	1	25	1	1	0	680	476	43	11	-1	
5	1	25	1	1	1	680	476	43	11	77.529877	meren
2	1	26	0	0	0	123	501	5	6	-1	
3	1	26	1	0	0	123	501	5	6	-1	
4	1	26	1	1	0	123	501	5	6	-1	
5	1	26	1	1	1	123	501	5	6	0.000000	e
2	1	27	0	0	0	149	491	217	17	-1	
3	1	27	1	0	0	149	491	217	17	-1	
4	1	27	1	1	0	149	491	217	17	-1	
5	1	27	1	1	1	149	495	67	13	89.001511	Kalfshaas
5	1	27	1	1	2	221	494	49	12	91.753830	schoon
5	1	27	1	1	3	276	492	44	12	93.218025	maken
5	1	27	1	1	4	326	491	40	11	36.122662	hierval
2	1	28	0	0	0	368	478	311	23	-1	
3	1	28	1	0	0	368	478	311	23	-1	
4	1	28	1	1	0	368	478	311	23	-1	
5	1	28	1	1	1	368	492	7	9	52.663788	n
5	1	28	1	1	2	380	488	39	12	52.663788	kleine
5	1	28	1	1	3	424	486	43	15	87.914581	biefjes
5	1	28	1	1	4	472	484	47	15	92.454239	snijden
5	1	28	1	1	5	525	483	56	14	81.035553	peperen
5	1	28	1	1	6	586	482	16	9	90.573265	en
5	1	28	1	1	7	607	478	47	12	90.573265	zouten
5	1	28	1	1	8	660	478	19	10	72.651665	ins!
2	1	29	0	0	0	149	514	50	15	-1	
3	1	29	1	0	0	149	514	50	15	-1	
4	1	29	1	1	0	149	514	50	15	-1	
5	1	29	1	1	1	149	514	50	15	25.161392	oliffolie.
2	1	30	0	0	0	575	512	129	17	-1	
3	1	30	1	0	0	575	512	129	17	-1	
4	1	30	1	1	0	575	512	129	17	-1	
5	1	30	1	1	1	575	520	7	9	82.109764	n
5	1	30	1	1	2	587	516	26	12	96.717728	dan
5	1	30	1	1	3	618	518	16	11	96.646179	op
5	1	30	1	1	4	640	516	25	10	93.103622	een
5	1	30	1	1	5	671	512	33	15	82.633041	rekje
2	1	31	0	0	0	124	539	6	6	-1	
3	1	31	1	0	0	124	539	6	6	-1	
4	1	31	1	1	0	124	539	6	6	-1	
5	1	31	1	1	1	124	539	6	6	55.546318	.
2	1	32	0	0	0	150	530	92	16	-1	
3	1	32	1	0	0	150	530	92	16	-1	
4	1	32	1	1	0	150	530	92	16	-1	
5	1	32	1	1	1	150	534	34	12	93.198601	Deze
5	1	32	1	1	2	190	531	44	15	92.654053	biefjes
5	1	32	1	1	3	239	530	3	13	52.299019	I
2	1	33	0	0	0	243	520	331	24	-1	
3	1	33	1	0	0	243	520	331	24	-1	
4	1	33	1	1	0	243	520	331	24	-1	
5	1	33	1	1	1	243	531	12	12	65.125046	let
5	1	33	1	1	2	260	533	16	11	93.372849	op
5	1	33	1	1	3	285	529	9	12	71.019287	ff
