level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	847	1200	-1	
2	1	1	0	0	0	503	0	62	1	-1	
3	1	1	1	0	0	503	0	62	1	-1	
4	1	1	1	1	0	503	0	62	1	-1	
5	1	1	1	1	1	503	0	17	11	26.915970	tis
5	1	1	1	1	2	522	0	47	11	0.000000	eaceieaceaininrin
2	1	2	0	0	0	331	59	157	21	-1	
3	1	2	1	0	0	331	59	157	21	-1	
4	1	2	1	1	0	331	59	157	21	-1	
5	1	2	1	1	1	331	59	95	21	96.389610	Oktober
5	1	2	1	1	2	434	59	54	20	96.389610	2023
2	1	3	0	0	0	346	143	147	21	-1	
3	1	3	1	0	0	346	143	147	21	-1	
4	1	3	1	1	0	346	143	147	21	-1	
5	1	3	1	1	1	346	145	68	16	92.871063	Tussen
5	1	3	1	1	2	422	143	71	21	93.055016	gerecht
2	1	4	0	0	0	232	164	362	27	-1	
3	1	4	1	0	0	232	164	362	27	-1	
4	1	4	1	1	0	232	164	362	27	-1	
5	1	4	1	1	1	232	171	91	20	92.414787	Kabeljauw
5	1	4	1	1	2	331	169	65	19	83.487274	,tomaat
5	1	4	1	1	3	403	168	85	18	92.761856	,basilicum
5	1	4	1	1	4	496	170	20	11	96.719307	en
5	1	4	1	1	5	523	164	71	20	91.400581	spinazie
2	1	5	0	0	0	302	200	229	16	-1	
3	1	5	1	0	0	302	200	229	16	-1	
4	1	5	1	1	0	302	200	229	16	-1	
5	1	5	1	1	1	302	202	93	14	92.858017	Ingrediénten
5	1	5	1	1	2	401	204	33	10	93.135460	voor
5	1	5	1	1	3	440	200	16	13	92.913506	10
5	1	5	1	1	4	463	201	68	15	92.382927	personen
2	1	6	0	0	0	372	223	33	12	-1	
3	1	6	1	0	0	372	223	33	12	-1	
4	1	6	1	1	0	372	223	33	12	-1	
5	1	6	1	1	1	372	223	33	12	19.038864	tur;
2	1	7	0	0	0	514	217	61	13	-1	
3	1	7	1	0	0	514	217	61	13	-1	
4	1	7	1	1	0	514	217	61	13	-1	
5	1	7	1	1	1	514	217	1	6	84.907288	|
5	1	7	1	1	2	522	217	53	13	42.676575	Tomaat.
2	1	8	0	0	0	100	228	73	13	-1	
3	1	8	1	0	0	100	228	73	13	-1	
4	1	8	1	1	0	100	228	73	13	-1	
5	1	8	1	1	1	100	228	73	13	75.162163	kabeliauw;
2	1	9	0	0	0	337	240	100	15	-1	
3	1	9	1	0	0	337	240	100	15	-1	
4	1	9	1	1	0	337	240	100	15	-1	
5	1	9	1	1	1	337	242	8	12	90.862213	2
5	1	9	1	1	2	351	241	35	14	86.612411	sjalot
5	1	9	1	1	3	391	240	46	14	79.846756	olijfolie
2	1	10	0	0	0	524	231	124	18	-1	
3	1	10	1	0	0	524	231	124	18	-1	
4	1	10	1	1	0	524	231	124	18	-1	
5	1	10	1	1	1	524	236	24	12	57.083801	150
5	1	10	1	1	2	553	238	13	11	42.464214	gr
5	1	10	1	1	3	575	231	73	15	42.464214	zontomaat
2	1	11	0	0	0	106	243	200	17	-1	
3	1	11	1	0	0	106	243	200	17	-1	
4	1	11	1	1	0	106	243	200	17	-1	
5	1	11	1	1	1	106	248	15	12	90.499634	40
5	1	11	1	1	2	127	247	48	13	79.801819	stukjes
5	1	11	1	1	3	181	245	70	13	89.768913	kabeljauw
5	1	11	1	1	4	256	244	26	12	96.661232	met
5	1	11	1	1	5	287	243	19	12	96.449638	vel
2	1	12	0	0	0	565	252	64	13	-1	
3	1	12	1	0	0	565	252	64	13	-1	
4	1	12	1	1	0	565	252	64	13	-1	
